producto,marca,grupo,categoria,precio,precio_lista,pvp_sugerido,gap_pct,estado_sugerido,producto_sugerido,fuente_sugerido,super,sku,url
30% OFF,artico,artico,,,,,,,,,tiendainglesa,1579070,"https://www.tiendainglesa.com.uy/supermercado/milanesas-de-pollo-artico-500-gr.producto?1579070,,42"
Aceite de Girasol y Maíz TIENDA INGLESA 900 ml en Tienda Inglesa,artico,artico,,,,,,,,,tiendainglesa,8026,"https://www.tiendainglesa.com.uy/supermercado/aceite-de-girasol-y-maiz-tienda-inglesa-900-ml.producto?8026,,42&campaign=search_facets"
Aceitunas Verdes sin Carozo RÍO DE LA PLATA 300 gr en Tienda Inglesa,artico,artico,,,,,,,,,tiendainglesa,6469,"https://www.tiendainglesa.com.uy/supermercado/aceitunas-verdes-sin-carozo-rio-de-la-plata-300-gr.producto?6469,,42&campaign=search_facets"
Acelga Envasada,artico,artico,,64,,,,,,,disco,420006,https://www.disco.com.uy/product/acelga-envasada/420006
Aderezo para pescados PIZCAS 25 g,artico,artico,,227,,,,,,,disco,665132,https://www.disco.com.uy/product/aderezo-para-pescados-pizcas-25-g/665132
Aderezo Pasta y Pizza PIZCAS 25 g,artico,artico,,257,,,,,,,disco,379582,https://www.disco.com.uy/product/aderezo-pasta-y-pizza-pizcas-25-g/379582
Agua Mineral Natural SALUS sin Gas 6.25L en Tienda Inglesa,artico,artico,,258,,,,,,,tiendainglesa,7821,"https://www.tiendainglesa.com.uy/supermercado/agua-mineral-natural-salus-sin-gas-6.25l.producto?7821,,42&campaign=search_facets"
Ajos TIENDA INGLESA (2 un.) en Tienda Inglesa,artico,artico,,,,,,,,,tiendainglesa,1535,"https://www.tiendainglesa.com.uy/supermercado/ajos-tienda-inglesa-2-un..producto?1535,,42&campaign=search_facets"
Alfombra para Baño 50x120 cm Ártico,artico,artico,,1990,,,,,,,disco,712849,https://www.disco.com.uy/product/alfombra-para-bano-50x120-cm-artico/712849
Alimento para gatos CAT CHOW pescado 85 g,artico,artico,,64,,,,,,,disco,572734,https://www.disco.com.uy/product/alimento-para-gatos-cat-chow-pescado-85-g/572734
Alimento para gatos WHISKAS Pescado 1 kg,artico,artico,,379,,,,,,,disco,630207,https://www.disco.com.uy/product/alimento-para-gatos-whiskas-pescado-1-kg/630207
Alimento para gatos WHISKAS Pescado 3 kg,artico,artico,,1119,,,,,,,disco,630210,https://www.disco.com.uy/product/alimento-para-gatos-whiskas-pescado-3-kg/630210
Alimento para gatos WHISKAS Pescado 500 g,artico,artico,,274,,,,,,,disco,630203,https://www.disco.com.uy/product/alimento-para-gatos-whiskas-pescado-500-g/630203
Alimento para gatos WHISKAS souffle pescado 85 g,artico,artico,,50,,,,,,,disco,573832,https://www.disco.com.uy/product/alimento-para-gatos-whiskas-souffle-pescado-85-g/573832
Alimento PRIMOGATO premium blend 1 kg carne pollo y pescado,artico,artico,,379,,,,,,,disco,346910,https://www.disco.com.uy/product/alimento-primogato-premium-blend-1-kg-carne-pollo-y-pescado/346910
Alimento PRIMOGATO premium blend 3 kg carne pollo y pescado,artico,artico,,977,,,,,,,disco,346912,https://www.disco.com.uy/product/alimento-primogato-premium-blend-3-kg-carne-pollo-y-pescado/346912
Alimento proteína h BEYOND MEAT 226 g,artico,artico,,409,,,,,,,disco,241850,https://www.disco.com.uy/product/alimento-proteina-h-beyond-meat-226-g/241850
Almendra Natural Pelada,artico,artico,,1439,,,,,,,disco,452539,https://www.disco.com.uy/product/almendra-natural-pelada/452539
Anchoa Entera en bandeja x 500 g,artico,artico,,95,,,,,,,disco,390106,https://www.disco.com.uy/product/anchoa-entera-en-bandeja-x-500-g/390106
Anillas a la Romana ARTICO 500 gr en Tienda Inglesa,artico,artico,,,,,,,,,tiendainglesa,1579071,"https://www.tiendainglesa.com.uy/supermercado/anillas-a-la-romana-artico-500-gr.producto?1579071,,42"
Anillas A La Romana Artico 500 Gr,artico,artico,,319,319,,,,,,tata,169452,https://www.tata.com.uy/anillas-a-la-romana-artico-500-gr-169452/p
Aros Artico De Calamar Congelado Bandeja 400Gr,artico,artico,,229.9,229.9,,,,,,eldorado,19639,https://www.eldorado.com.uy/aros-artico-de-calamar-congelado-bandeja-400gr/p
Aros De Calamar Artico 300G,artico,artico,,279,279,,,,,,tata,147502,https://www.tata.com.uy/aros-de-calamar-artico-300g-147502/p
Aros De Cebolla Congelados Artico 1 Kg,artico,artico,,419,419,,,,,,tata,157389,https://www.tata.com.uy/aros-de-cebolla-congelados-artico-1-kg-157389/p
Arrolladito Primavera Artico 300 Gr,artico,artico,,147,147,,,,,,tata,170064,https://www.tata.com.uy/arrolladito-primavera-artico-300-gr-170064/p
Arrolladitos Primavera ARTICO 1 Kg x 50 Unidades en Tienda Inglesa,artico,artico,,,,,,,,,tiendainglesa,1555807,"https://www.tiendainglesa.com.uy/supermercado/arrolladitos-primavera-artico-1-kg-x-50-unidades.producto?1555807,,42"
Arrolladitos Primavera Artico 500 G,artico,artico,,265,265,,,,,,tata,136912,https://www.tata.com.uy/arrolladitos-primavera-artico-500-g-136912/p
Atún claro GOMES DA COSTA al natural 170 g,artico,artico,,161,,,,,,,disco,710451,https://www.disco.com.uy/product/atun-claro-gomes-da-costa-al-natural-170-g/710451
Atún claro natural CALVO 160 g,artico,artico,,307,,,,,,,disco,710390,https://www.disco.com.uy/product/atun-claro-natural-calvo-160-g/710390
Atún en trozos al natural COQUEIRO 170 g,artico,artico,,137,,,,,,,disco,575068,https://www.disco.com.uy/product/atun-en-trozos-al-natural-coqueiro-170-g/575068
Atún en Trozos en Aceite 900 g EMIGRANTE,artico,artico,,599,,,,,,,disco,379411,https://www.disco.com.uy/product/atun-en-trozos-en-aceite-900-g-emigrante/379411
Atún natural CALVO 0% materia grasa 3 un.,artico,artico,,522,,,,,,,disco,710014,https://www.disco.com.uy/product/atun-natural-calvo-0-materia-grasa-3-un/710014
Atún rallado al natural GOMES DA COSTA 170 g,artico,artico,,85,,,,,,,disco,710447,https://www.disco.com.uy/product/atun-rallado-al-natural-gomes-da-costa-170-g/710447
Atun Rojo Artico Recortes 500 G,artico,artico,,449,449,,,,,,tata,156158,https://www.tata.com.uy/atun-rojo-artico-recortes-500-g-156158/p
Atun Rojo Artico Recortes 500gr,artico,artico,,359,359,,,,,,eldorado,55090,https://www.eldorado.com.uy/atun-rojo-artico-recortes-500gr/p
Azúcar AZUCARLITO 1 Kg en Tienda Inglesa,artico,artico,,,,,,,,,tiendainglesa,10551,"https://www.tiendainglesa.com.uy/supermercado/azucar-azucarlito-1-kg.producto?10551,,42&campaign=search_facets"
Banana Ecuador (Kg) en Tienda Inglesa,artico,artico,,,,,,,,,tiendainglesa,23128,"https://www.tiendainglesa.com.uy/supermercado/banana-ecuador-kg.producto?23128,,42&campaign=search_facets"
Barritas Artico De Mozzarella Con Finas Hierbas 300gr,artico,artico,,127.42,169.9,,,,,,eldorado,55093,https://www.eldorado.com.uy/barritas-artico-de-mozzarella-con-finas-hierbas-300gr/p
Barritas De Merluza Crocantes Artico 300 Gr,artico,artico,,190,190,,,,,,tata,170065,https://www.tata.com.uy/barritas-de-merluza-crocantes-artico-300-gr-170065/p
Barritas de muzzarella ARTICO 300 g,artico,artico,,212,,,,,,,disco,241490,https://www.disco.com.uy/product/barritas-de-muzzarella-artico-300-g/241490
Barritas de Muzzarella ARTICO 300 gr en Tienda Inglesa,artico,artico,,,,,,,,,tiendainglesa,1525181,"https://www.tiendainglesa.com.uy/supermercado/barritas-de-muzzarella-artico-300-gr.producto?1525181,,42"
Bastón de Papa Relleno de Muzzarella y Espinaca TIENDA INGLESA (1 un.) en Tienda Inglesa,artico,artico,,,,,,,,,tiendainglesa,382777,"https://www.tiendainglesa.com.uy/supermercado/baston-de-papa-relleno-de-muzzarella-y-espinaca-tienda-inglesa-1-un..producto?382777,,42"
Bastoncitos de Merluza Crocante ARTICO 300 g,artico,artico,,113,162,,,,,,disco,242003,https://www.disco.com.uy/product/bastoncitos-de-merluza-crocante-artico-300-g/242003
Bastones de Muzzarella POLAR FOOD 400 gr en Tienda Inglesa,artico,artico,,,,,,,,,tiendainglesa,1590899,"https://www.tiendainglesa.com.uy/supermercado/bastones-de-muzzarella-polar-food-400-gr.producto?1590899,,42&campaign=search_facets"
Bebida a base de Soja ADES Ananá 1 L en Tienda Inglesa,artico,artico,,,,,,,,,tiendainglesa,5585,"https://www.tiendainglesa.com.uy/supermercado/bebida-a-base-de-soja-ades-anana-1-l.producto?5585,,42"
Bebida a base de Soja ADES Ananá 200 ml en Tienda Inglesa,artico,artico,,,,,,,,,tiendainglesa,5586,"https://www.tiendainglesa.com.uy/supermercado/bebida-a-base-de-soja-ades-anana-200-ml.producto?5586,,42"
Bebida a base de Soja ADES Durazno 1 L en Tienda Inglesa,artico,artico,,,,,,,,,tiendainglesa,1432,"https://www.tiendainglesa.com.uy/supermercado/bebida-a-base-de-soja-ades-durazno-1-l.producto?1432,,42"
Bebida a base de Soja ADES Frutas Tropicales 1 L en Tienda Inglesa,artico,artico,,,,,,,,,tiendainglesa,12180,"https://www.tiendainglesa.com.uy/supermercado/bebida-a-base-de-soja-ades-frutas-tropicales-1-l.producto?12180,,42"
Bebida a base de Soja ADES Frutas Tropicales 200 ml en Tienda Inglesa,artico,artico,,,,,,,,,tiendainglesa,12181,"https://www.tiendainglesa.com.uy/supermercado/bebida-a-base-de-soja-ades-frutas-tropicales-200-ml.producto?12181,,42"
Bebida a base de Soja ADES Manzana 1 L en Tienda Inglesa,artico,artico,,,,,,,,,tiendainglesa,8015,"https://www.tiendainglesa.com.uy/supermercado/bebida-a-base-de-soja-ades-manzana-1-l.producto?8015,,42"
Bebida a base de Soja ADES Manzana 200 ml en Tienda Inglesa,artico,artico,,,,,,,,,tiendainglesa,8028,"https://www.tiendainglesa.com.uy/supermercado/bebida-a-base-de-soja-ades-manzana-200-ml.producto?8028,,42"
Bebida a base de Soja ADES Naranja 1 L en Tienda Inglesa,artico,artico,,,,,,,,,tiendainglesa,8013,"https://www.tiendainglesa.com.uy/supermercado/bebida-a-base-de-soja-ades-naranja-1-l.producto?8013,,42"
Bebida a base de Soja ADES Naranja 200 ml en Tienda Inglesa,artico,artico,,,,,,,,,tiendainglesa,8029,"https://www.tiendainglesa.com.uy/supermercado/bebida-a-base-de-soja-ades-naranja-200-ml.producto?8029,,42"
Bebida a base de Soja ADES Natural 1 L en Tienda Inglesa,artico,artico,,,,,,,,,tiendainglesa,8011,"https://www.tiendainglesa.com.uy/supermercado/bebida-a-base-de-soja-ades-natural-1-l.producto?8011,,42"
Bebida Avena sin Azúcar SILK 946 ml en Tienda Inglesa,artico,artico,,,,,,,,,tiendainglesa,1524010,"https://www.tiendainglesa.com.uy/supermercado/bebida-avena-sin-azucar-silk-946-ml.producto?1524010,,42"
Bebida de Almendras con Chocolate SILK 190 ml en Tienda Inglesa,artico,artico,,,,,,,,,tiendainglesa,373865,"https://www.tiendainglesa.com.uy/supermercado/bebida-de-almendras-con-chocolate-silk-190-ml.producto?373865,,42"
Bebida de Almendras ECOMIL Barista 1 L en Tienda Inglesa,artico,artico,,,,,,,,,tiendainglesa,1535679,"https://www.tiendainglesa.com.uy/supermercado/bebida-de-almendras-ecomil-barista-1-l.producto?1535679,,42"
Bebida de Almendras Zero Azúcar VALSOIA 1 L en Tienda Inglesa,artico,artico,,,,,,,,,tiendainglesa,415790,"https://www.tiendainglesa.com.uy/supermercado/bebida-de-almendras-zero-azucar-valsoia-1-l.producto?415790,,42"
